,train,val,test
TCGA-D9-A3Z4-01Z-00-DX1.5807DC41-0370-4F3C-8ECB-4A12B81C8FC7,True,False,False
TCGA-D9-A3Z4-01Z-00-DX2.6EE916B0-7119-41CE-9754-37CD8E5CB1C2,True,False,False
TCGA-D9-A4Z2-01Z-00-DX1.0A277A05-ADB5-442B-BBB7-6914B829C66C,True,False,False
TCGA-D9-A4Z3-01Z-00-DX1.DD40CC06-5F33-4C8D-BE76-80189D969EBE,True,False,False
TCGA-D9-A4Z5-01Z-00-DX1.88AC8735-B520-4FCE-BC0B-AA6A611CE2D7,True,False,False
TCGA-D9-A4Z6-06Z-00-DX1.9AE8803C-4560-4E79-97A8-0CD6DA1890DC,True,False,False
TCGA-D9-A6EA-01Z-00-DX1.4EC8653B-A344-4F8F-9B5D-17B9FF444DC0,True,False,False
TCGA-D9-A6EC-01Z-00-DX1.5F4CB042-C371-44FA-9653-EDB218C6733D,True,False,False
TCGA-D9-A6EG-01Z-00-DX1.224060CB-3AFF-4EF8-9743-9EC49F918B06,True,False,False
TCGA-DA-A1HV-01Z-00-DX1.1206FAE0-BC4B-494B-923F-3EF8830F2EDA,True,False,False
TCGA-DA-A1HW-01Z-00-DX1.5AB192DF-B8F9-47D2-96CC-3831E73BD640,True,False,False
TCGA-DA-A1HY-01Z-00-DX1.937DA5C0-00AB-409E-AB57-5B7B41ECC2EB,True,False,False
TCGA-DA-A1I0-01Z-00-DX1.B33CFE4A-EB0F-4D5A-B155-A5089EBD2A06,True,False,False
TCGA-DA-A1I1-01Z-00-DX1.08A88C76-48C4-4724-AF64-24F99B7D33AD,True,False,False
TCGA-DA-A1I2-01Z-00-DX1.C1001885-ABFE-47B6-A49A-AD118D4FB619,True,False,False
TCGA-DA-A1I4-01Z-00-DX1.F88976CE-0707-47C8-8625-13D5D6F27594,True,False,False
TCGA-DA-A1I5-01Z-00-DX1.ECAD6ABE-503B-4C8F-A964-EDACB5A01C60,True,False,False
TCGA-DA-A1IA-01Z-00-DX1.5EC9E887-49D4-414D-B1AA-45EDCA84DA1A,True,False,False
TCGA-DA-A1IC-01Z-00-DX1.8977B7B8-0F31-4255-8A7F-B47676854BE7,True,False,False
TCGA-DA-A3F2-01Z-00-DX1.49266E6B-AC10-41E8-B51A-7A2939535C05,True,False,False
TCGA-DA-A3F3-01Z-00-DX1.8F546F95-2071-41E5-A0D4-66AB7B46DCFD,True,False,False
TCGA-DA-A3F5-01Z-00-DX1.DE4D3676-4F83-4076-AA6C-24D4C62DD9A0,True,False,False
TCGA-DA-A95V-01Z-00-DX1.E6E283D5-9367-4360-A6FD-100B6E9729BE,True,False,False
TCGA-DA-A95Y-01Z-00-DX1.BC48F57E-39E1-4DBE-B497-94BCF5E242E7,True,False,False
TCGA-DA-A95Z-01Z-00-DX1.E34FE26D-097D-4469-8ED3-5AA2EA346033,True,False,False
TCGA-DA-A960-01Z-00-DX1.89BAEF28-636F-4A4D-B4D7-399073693D79,True,False,False
TCGA-EB-A1NK-01Z-00-DX1.655D7734-ADAD-4F3E-A82B-0C24EB6C9E79,True,False,False
TCGA-EB-A24D-01Z-00-DX1.32127705-0E27-489D-8639-DD58EE59A61D,True,False,False
TCGA-EB-A299-01Z-00-DX1.22F1489B-6A55-411D-816B-C5DFD1A7BE52,True,False,False
TCGA-EB-A3HV-01Z-00-DX1.5DBE221C-26F1-4570-90CB-74F06CF96567,True,False,False
TCGA-EB-A3XB-01Z-00-DX1.65EB6648-0EA6-4010-8B71-DE9FF803B1A7,True,False,False
TCGA-EB-A3XC-01Z-00-DX1.F50679D7-D525-4F20-980F-AF43D7E9EBE6,True,False,False
TCGA-EB-A3XD-01Z-00-DX1.B0C8A3FE-21A5-4807-9343-0BFD9DFCA458,True,False,False
TCGA-EB-A3XE-01Z-00-DX1.DC27C8AE-FA5B-438A-8C90-B5E66E9F489C,True,False,False
TCGA-EB-A3XF-01Z-00-DX1.D381AAB4-242B-45E1-B6A2-DC07D1BF9A02,True,False,False
TCGA-EB-A3Y6-01Z-00-DX1.95CD1743-DDC4-4ABF-8C48-1C93FEA54D13,True,False,False
TCGA-EB-A41A-01Z-00-DX1.76C495EA-698C-465C-B2FA-5AF9269CED6C,True,False,False
TCGA-EB-A41B-01Z-00-DX1.68B1C834-C7AD-43FE-AAB9-AE560C649834,True,False,False
TCGA-EB-A42Y-01Z-00-DX1.C2F1ACDE-A147-4CAD-AB46-B1A4632BB4A7,True,False,False
TCGA-EB-A42Z-01Z-00-DX1.FD9A9A45-2333-43FB-A9F4-E429CDD8E8AF,True,False,False
TCGA-EB-A430-01Z-00-DX1.96CA9E52-03F0-4565-959D-B9BB5F95EB9D,True,False,False
TCGA-EB-A431-01Z-00-DX1.9D1E5A19-63AE-48C4-B478-357DCCC1EB70,True,False,False
TCGA-EB-A44N-01Z-00-DX1.C36462FD-3059-4652-9E6B-2BE0B2CBC9BF,True,False,False
TCGA-EB-A44P-01Z-00-DX1.717C3DBF-9CC2-425F-8CEA-15CD5BF28225,True,False,False
TCGA-EB-A44Q-01Z-00-DX1.E7EA9878-E2B1-4768-8157-4459BDE753F0,True,False,False
TCGA-EB-A44R-01Z-00-DX1.248EF261-D351-4278-B689-79947A8125DC,True,False,False
TCGA-EB-A4IS-01Z-00-DX1.4012788D-5127-4471-AED3-0D3E29CFC4B1,True,False,False
TCGA-EB-A4OY-01Z-00-DX1.F52614E1-FD7A-48A9-986C-09D471FDF203,True,False,False
TCGA-EB-A4OZ-01Z-00-DX1.1E6DD3CF-EEAB-4EA7-9386-2E0044EBEEC5,True,False,False
TCGA-EB-A4P0-01Z-00-DX1.9B525DEA-619A-43B6-B9C4-BB98511DEE56,True,False,False
TCGA-EB-A51B-01Z-00-DX1.BC8C3CE2-CDF5-4BCE-A766-71652F40EFCE,True,False,False
TCGA-EB-A550-01Z-00-DX1.10817DE0-BB6B-4539-9945-7B1B5B314C83,True,False,False
TCGA-EB-A551-01Z-00-DX1.0EBD6C27-1F3A-4732-9AAF-10521313C45F,True,False,False
TCGA-EB-A553-01Z-00-DX1.5DB62584-E538-4C83-8996-7F3AD478F4F1,True,False,False
TCGA-EB-A57M-01Z-00-DX1.FDE6CE11-9236-464B-ADDC-361FDD7CD8E6,True,False,False
TCGA-EB-A5FP-01Z-00-DX1.59E7B409-5166-4084-A667-EE52BE109A2A,True,False,False
TCGA-EB-A5UL-06Z-00-DX1.1E65A435-D10E-416E-A23B-6C31BAA9A975,True,False,False
TCGA-EB-A5UN-06Z-00-DX1.A3554E02-198F-48CA-A055-FF9D617C2B11,True,False,False
TCGA-EB-A5VU-01Z-00-DX1.18EB50C3-F786-4094-B54F-37553B8E5FD8,True,False,False
TCGA-EB-A5VV-06Z-00-DX1.35151DAB-2548-46B3-BD1F-BF026DE31385,True,False,False
TCGA-EB-A6QZ-01Z-00-DX1.1773352D-5C62-4FC2-A377-2F73EFA5FCD2,True,False,False
TCGA-EB-A6R0-01Z-00-DX1.9A8D78EB-C83D-4829-A1E1-877B847D010F,True,False,False
TCGA-EB-A82B-01Z-00-DX1.79E2EC10-1F21-4CC1-BF07-0FA6571C4ABC,True,False,False
TCGA-EB-A82C-01Z-00-DX1.11DBF5EC-C481-4F3D-A6EA-88644D7487A7,True,False,False
TCGA-EB-A97M-01Z-00-DX1.631C79E5-6973-4BA2-A4B3-E57B3991851A,True,False,False
TCGA-EE-A17X-01Z-00-DX1.409BD384-0F2E-4F05-9AE5-F523B51FF3B8,True,False,False
TCGA-EE-A180-01Z-00-DX1.70980EC1-353C-404C-AC07-40DCB47601D5,True,False,False
TCGA-EE-A181-01Z-00-DX1.B302A50A-0719-4B46-8605-09D8A0FA20B6,True,False,False
TCGA-EE-A182-01Z-00-DX1.54C1716E-64EB-424C-A5E2-E6C9B1BBC600,True,False,False
TCGA-EE-A183-01Z-00-DX1.7A69310E-0011-48BD-A0CF-FA9385D1D00A,True,False,False
TCGA-EE-A184-01Z-00-DX1.66D44004-A355-42FA-A21B-2911C132B0CE,True,False,False
TCGA-EE-A20C-01Z-00-DX1.48BAD79E-DFC8-44A7-92F8-09C7C0545455,True,False,False
TCGA-EE-A20I-01Z-00-DX1.336799A6-898B-43C5-A29A-72F4F6AF4A27,True,False,False
TCGA-EE-A29A-01Z-00-DX1.75D346DD-8932-4248-B8BD-CA20CBBC352C,True,False,False
TCGA-EE-A29B-01Z-00-DX1.879D9639-D004-450B-8DB8-DE9CDBD0AEE3,True,False,False
TCGA-EE-A29D-01Z-00-DX1.20E820A1-6292-4717-ACAC-9797321FDE2A,True,False,False
TCGA-EE-A29E-01Z-00-DX1.1A723FE9-A029-4FE5-8BD4-F12FB32FC482,True,False,False
TCGA-EE-A29G-01Z-00-DX1.8123979A-EF7A-4EB7-A323-94B4F7E77547,True,False,False
TCGA-EE-A29H-01Z-00-DX1.A0FAC7B5-384A-4178-ABAD-4C6A8A258AE2,True,False,False
TCGA-EE-A29N-01Z-00-DX1.9842217A-23B9-40CA-91CE-D83F8DFD7A0B,True,False,False
TCGA-EE-A29P-01Z-00-DX1.E4E718E1-C5C3-477E-8073-F30C4D0A52C3,True,False,False
TCGA-EE-A29R-06Z-00-DX1.5CE08E24-7D53-4E85-94CB-76296177D92A,True,False,False
TCGA-EE-A29S-01Z-00-DX1.C53935B6-2B30-47B6-B051-0360C8C9B774,True,False,False
TCGA-EE-A29T-01Z-00-DX1.71D4A4BA-3C89-475B-8EAC-89B55B57F7D0,True,False,False
TCGA-EE-A29V-01Z-00-DX1.A41E14E1-260B-41C3-93FE-A8C6AA6D03ED,True,False,False
TCGA-EE-A29W-01Z-00-DX1.5C3B9CDC-43EB-4E9E-85D2-7B83BE7AB6F0,True,False,False
TCGA-EE-A2A0-06Z-00-DX1.270C855C-3B9F-4927-ABDA-35829213FFDF,True,False,False
TCGA-EE-A2A1-01Z-00-DX1.84D22A1C-CCA2-4240-9695-D8F278114235,True,False,False
TCGA-EE-A2A2-01Z-00-DX1.D527C2E8-7AF4-484E-A0A5-1EB44EDAF00E,True,False,False
TCGA-EE-A2A5-01Z-00-DX1.96AC91D6-1BED-4F64-BF07-A8EA5B6C92F9,True,False,False
TCGA-EE-A2A6-01Z-00-DX1.9897318F-B858-4036-9F4B-4AF92D357859,True,False,False
TCGA-EE-A2GB-01Z-00-DX1.77982EF7-6A82-43BD-9D6C-AD19B5D671EC,True,False,False
TCGA-EE-A2GD-01Z-00-DX1.5B1A9F5D-96DC-4E66-9162-A58564B06322,True,False,False
TCGA-EE-A2GE-01Z-00-DX1.2B876F5F-751B-4416-942D-42D3A1E7E0A7,True,False,False
TCGA-EE-A2GL-01Z-00-DX1.31E43C43-C18B-4AE7-8AB7-7815718ED76D,True,False,False
TCGA-EE-A2GN-01Z-00-DX1.CC2B5420-6636-4CC3-AD84-AE8B2751675D,True,False,False
TCGA-EE-A2GO-01Z-00-DX1.2A8B9951-8526-426F-98FA-205DFC6980C3,True,False,False
TCGA-EE-A2GP-01Z-00-DX1.21E36276-C516-49FB-A91F-938F58E39AFE,True,False,False
TCGA-EE-A2GS-01Z-00-DX1.77D6F0AA-5D58-4863-BC0C-362B3063756D,True,False,False
TCGA-EE-A2GU-01Z-00-DX1.72DD2321-B321-4A18-88FF-04B179B4C297,True,False,False
TCGA-EE-A2M5-01Z-00-DX1.8F00BDE7-5445-49BB-98FA-694C197BD3CF,True,False,False
TCGA-EE-A2M6-01Z-00-DX1.78D26DB4-610E-46E8-87C6-192A1E4741BC,True,False,False
TCGA-EE-A2MD-01Z-00-DX1.D66993F0-687E-4A3F-B192-E41D0CF889E8,True,False,False
TCGA-EE-A2ME-01Z-00-DX1.E7D69A52-3A0D-4001-8EA5-57100083550D,True,False,False
TCGA-EE-A2MF-01Z-00-DX1.334F600B-994A-4C13-8AD0-6CA622A20230,True,False,False
TCGA-EE-A2MG-01Z-00-DX1.6C994F68-7326-40F7-BCE1-D77716962E9A,True,False,False
TCGA-EE-A2MH-01Z-00-DX1.8DC9BBBE-4B8E-4722-B0CE-44059DD01010,True,False,False
TCGA-EE-A2MI-01Z-00-DX1.1C56D0A7-3FA7-49A6-BBCA-0E6B7BFEA3B5,True,False,False
TCGA-EE-A2MJ-01Z-00-DX1.9D80E9EC-CDC4-4162-993E-4586A8E573A1,True,False,False
TCGA-EE-A2MK-01Z-00-DX1.3A8F8407-BA89-46E6-9591-90A1CABD6E21,True,False,False
TCGA-EE-A2ML-01Z-00-DX1.5AB5178E-7A4D-453D-929C-CB00C7D6868E,True,False,False
TCGA-EE-A2MN-01Z-00-DX1.F91FB49A-E798-49F4-AAE3-94A76B457359,True,False,False
TCGA-EE-A2MQ-01Z-00-DX1.9EDA37BD-21FD-4CED-8375-5D8FFD2D6CA0,True,False,False
TCGA-EE-A2MR-01Z-00-DX1.F5AB5CC6-0D9A-4438-804D-FA4636D966F2,True,False,False
TCGA-EE-A2MS-06Z-00-DX1.76FF55CE-10D0-4A93-AB1D-81AFB910410B,True,False,False
TCGA-EE-A2MU-01Z-00-DX1.B7B9D5C6-B571-44B5-9B4A-10380F29F4CF,True,False,False
TCGA-EE-A3AA-01Z-00-DX1.8AAA0943-A542-4FA7-A649-AD79CEE24458,True,False,False
TCGA-EE-A3AB-01Z-00-DX1.68728071-FC84-400C-8F34-0F28CC1178C0,True,False,False
TCGA-EE-A3AC-01Z-00-DX1.88164694-3D29-4D4F-AFF1-8E8425FA7A56,True,False,False
TCGA-EE-A3AD-01Z-00-DX1.43458789-DF9D-4CF4-8CE6-C6C4112B89D0,True,False,False
TCGA-EE-A3AE-01Z-00-DX1.4B4AD817-D988-4BBF-89C7-9E0D0E5BBE05,True,False,False
TCGA-EE-A3AF-01Z-00-DX1.8EA9A3D2-FDA6-4BCE-AC29-174003739C48,True,False,False
TCGA-EE-A3AH-01Z-00-DX1.681D7F88-B3C6-4F5B-9AE5-3692543583E5,True,False,False
TCGA-EE-A3J4-01Z-00-DX1.3591B827-F348-4A55-A9CF-910F46EFA79F,True,False,False
TCGA-EE-A3J8-01Z-00-DX1.4FAFDA16-1B9B-4D5C-9763-8390729E0F05,True,False,False
TCGA-EE-A3JE-01Z-00-DX1.ABB4DD85-6E75-41F4-9A7E-60CA0E259FC9,True,False,False
TCGA-EE-A3JH-01Z-00-DX1.C1558CB7-A35E-4EC2-A615-219D6FB0E06B,True,False,False
TCGA-EE-A3JI-01Z-00-DX1.4648812E-2D0A-43DE-9BCF-2D88C312B025,True,False,False
TCGA-ER-A193-01Z-00-DX1.6A5A9A89-3C55-456A-B6F5-C8507914F5BF,True,False,False
TCGA-ER-A194-01Z-00-DX1.60EDD566-BE2B-4199-9C07-63E938C5CDB4,True,False,False
TCGA-ER-A198-01Z-00-DX1.6C44C1A7-4872-49C0-8F07-456127EC3654,True,False,False
TCGA-ER-A19A-01Z-00-DX1.75490B10-9604-4846-96BA-E932489E51AB,True,False,False
TCGA-ER-A19B-01Z-00-DX1.DAEE8E5D-C4AC-419E-A4E0-2164051F22F0,True,False,False
TCGA-ER-A19C-01Z-00-DX1.939394BD-E2B3-4DC7-9DCF-B380A38F76C7,True,False,False
TCGA-ER-A19E-01Z-00-DX1.50204A2E-4F44-4F34-848A-6C649FFF5C36,True,False,False
TCGA-ER-A19F-01Z-00-DX1.198F38A3-FF26-4A41-9E9A-0543D29FAD92,True,False,False
TCGA-ER-A19K-01Z-00-DX1.C7AAFCAE-F735-43A7-958A-EF162BAECB77,True,False,False
TCGA-ER-A19L-01Z-00-DX1.1CA310C8-2C7A-4719-9D54-6F2098F43949,True,False,False
TCGA-ER-A19N-01Z-00-DX1.8EE30DC5-C847-466A-8283-7AEF32EE0EB6,True,False,False
TCGA-ER-A19O-01Z-00-DX1.41972CD4-68BF-4815-A362-74A1038241C9,True,False,False
TCGA-ER-A19S-01Z-00-DX1.D8232ED9-8183-4BF7-8B63-58A9481B3CD1,True,False,False
TCGA-ER-A19T-01Z-00-DX1.20DA5FB3-D467-4FE0-A72F-CEB9DCA48E8F,True,False,False
TCGA-ER-A19T-01Z-00-DX2.FEB8038D-2930-4216-ADCB-164A31922CBD,True,False,False
TCGA-ER-A19W-01Z-00-DX1.E0AFB547-537F-4F1D-9092-61D2434531F7,True,False,False
TCGA-ER-A1A1-06Z-00-DX1.CD88FBDD-AD5B-4063-8223-DDBA8A1F721B,True,False,False
TCGA-ER-A2NB-01Z-00-DX1.323F02C6-D07A-41B6-BEE3-DE212F657A3E,True,False,False
TCGA-ER-A2NC-06Z-00-DX1.A7FE889C-F0D4-44BD-9373-96577D33C6FF,True,False,False
TCGA-ER-A2ND-01Z-00-DX1.F2F060DC-995C-467C-8C5C-2C041BB13AD0,True,False,False
TCGA-ER-A2NE-01Z-00-DX1.C015AF50-4603-46C7-BF1E-B0258A049BFF,True,False,False
TCGA-ER-A2NF-01Z-00-DX1.1468DD2D-6AC8-4657-A02E-E520668C676F,True,False,False
TCGA-ER-A2NF-01Z-00-DX2.01ACC455-4161-4EF1-8478-3C4DF709F6D6,True,False,False
TCGA-ER-A2NG-01Z-00-DX1.35B12E55-502A-4B87-A681-629A63AEC447,True,False,False
TCGA-ER-A3ES-01Z-00-DX1.591E818F-FF61-438F-8E41-8F928DA92011,True,False,False
TCGA-ER-A3ET-06Z-00-DX1.8EBAFF1A-E8FE-446A-8A10-FF4F031B2B14,True,False,False
TCGA-ER-A3EV-01Z-00-DX1.295FE0BC-4BCC-4950-A671-01A49FE10185,True,False,False
TCGA-ER-A3PL-01Z-00-DX1.D8724F60-92DD-4727-943E-51C89E219813,True,False,False
TCGA-ER-A42K-01Z-00-DX1.D5B935EE-EB66-47CB-A3DD-BEBC6C067B10,True,False,False
TCGA-ER-A42L-06Z-00-DX1.EFC23C96-F0A5-4ADA-BE77-11B967531BEC,True,False,False
TCGA-FR-A2OS-01Z-00-DX1.9F35411B-FFCE-4BD7-8161-68DE08C67AB8,True,False,False
TCGA-FR-A3R1-01Z-00-DX1.D6EB7ABD-9AD8-44B8-9055-782C272A65F4,True,False,False
TCGA-FR-A3YN-01Z-00-DX1.2E95B327-14BD-4B92-8E0D-512E3F38B513,True,False,False
TCGA-FR-A3YO-01Z-00-DX1.BD401359-62AF-4A4A-B15C-290E07651153,True,False,False
TCGA-FR-A726-01Z-00-DX1.E547BCFB-C27E-4115-9C11-C192587FB32C,True,False,False
TCGA-FR-A729-01Z-00-DX1.90FA96F1-549C-4E9A-B9EC-F7EBA35FCC0D,True,False,False
TCGA-FR-A7U8-01Z-00-DX1.12C72E0F-2325-4AFD-8A2D-473CD2D80610,True,False,False
TCGA-FR-A7U9-01Z-00-DX1.7835C72B-C5CB-4EBB-BA41-EF1B6E40E131,True,False,False
TCGA-FR-A7UA-01Z-00-DX1.9BF4783D-9277-485D-A46E-AC317E186B3C,True,False,False
TCGA-FR-A8YC-06Z-00-DX1.C74DAE48-0901-4858-A47B-CAF5ED89C5D0,True,False,False
TCGA-FS-A1Z7-06Z-00-DX1.7DD0AE3F-7305-4CA4-9A8D-118A59DE2328,True,False,False
TCGA-FS-A1Z7-06Z-00-DX2.1DEA2824-A11B-4AD0-9F77-0D7149A0FFD7,True,False,False
TCGA-FS-A1Z7-06Z-00-DX3.9A16A153-426A-414A-AFC9-19113F615931,True,False,False
TCGA-FS-A1Z7-06Z-00-DX4.4559CF24-0E79-4A62-A06C-057CB6B58223,True,False,False
TCGA-FS-A1Z7-06Z-00-DX5.8F583629-BB0D-46AD-97A7-42C7E871760E,True,False,False
TCGA-FS-A1Z7-06Z-00-DX6.84CCDA65-9DC1-4235-900C-F3B54A39A9D7,True,False,False
TCGA-FS-A1Z7-06Z-00-DX7.6E09A9E9-82D9-4D29-9E7F-14BC9C5DC105,True,False,False
TCGA-FS-A1Z7-06Z-00-DX8.841B85F8-B1FD-4ACC-8879-8FCC1F98FFC4,True,False,False
TCGA-FS-A1Z7-06Z-00-DX9.7F36F443-CADB-4146-8B26-82E60DC88E55,True,False,False
TCGA-FS-A1ZD-06Z-00-DX1.C7653162-9ED9-42C0-A012-72301B5E3B49,True,False,False
TCGA-FS-A1ZD-06Z-00-DX2.B2BF872D-1690-49FC-A8E7-921AA5F60A26,True,False,False
TCGA-FS-A1ZD-06Z-00-DX3.04C0700C-C2DD-4EA9-B69A-EC42AB487847,True,False,False
TCGA-FS-A1ZE-06Z-00-DX1.0628CA6E-328C-428F-A4D1-ECB565D8DB98,True,False,False
TCGA-FS-A1ZM-06Z-00-DX1.E019A4FB-9690-4307-ADDD-3FF7BA153FCC,True,False,False
TCGA-FS-A1ZM-06Z-00-DX2.084DE89E-6D04-494E-8001-5E02A94F93B9,True,False,False
TCGA-FS-A1ZM-06Z-00-DX3.339CCE1D-3E08-481D-9FF6-2D0F99BE4DBC,True,False,False
TCGA-FS-A1ZP-06Z-00-DX1.2DDC009B-AD68-4894-850C-A5E1089795FA,True,False,False
TCGA-FS-A1ZU-06Z-00-DX1.3AF5FEC8-DD45-4B7E-B580-20C0F73AC4BB,True,False,False
TCGA-FS-A1ZU-06Z-00-DX2.915D16DA-7F85-4B15-A325-E3B03BDB20CD,True,False,False
TCGA-FS-A1ZU-06Z-00-DX3.0C477EE6-C085-42BE-8BAD-E3D6935ABE48,True,False,False
TCGA-FS-A1ZW-06Z-00-DX1.C13CB8ED-CD54-4A07-AAC1-845D7A31CD8B,True,False,False
TCGA-FS-A1ZW-06Z-00-DX2.EBF59BD5-B85F-4FDF-B52C-2062F03BA59E,True,False,False
TCGA-FS-A1ZW-06Z-00-DX3.92935375-C146-4E55-B27C-70017227B5A2,True,False,False
TCGA-FS-A1ZW-06Z-00-DX4.B7CC8DFF-CB1A-4A9D-A9DC-B1723D90FE7B,True,False,False
TCGA-FS-A1ZW-06Z-00-DX5.0E6095A7-836E-454F-BB2E-94BAB7C7EB4F,True,False,False
TCGA-FS-A1ZW-06Z-00-DX6.0865819A-D6FF-4715-9B37-3B2A3462319D,True,False,False
TCGA-FS-A1ZW-06Z-00-DX7.6C842FEA-2DF8-4467-984E-C317FE537FC3,True,False,False
TCGA-FS-A1ZW-06Z-00-DX8.C3BC9286-EB9E-4911-A310-357C133897E6,True,False,False
TCGA-FS-A1ZW-06Z-00-DX9.0DDE021F-F82C-4329-8032-D75E99FE6348,True,False,False
TCGA-FW-A3I3-06Z-00-DX1.C00AB7EB-C272-4B74-B540-47B31D731EDB,True,False,False
TCGA-FW-A3R5-01Z-00-DX1.701DF0D8-5D3A-4FEA-BA55-0F8CB3961E81,True,False,False
TCGA-FW-A3TU-01Z-00-DX1.ACF63772-CD4E-4863-8B06-869E288A70F1,True,False,False
TCGA-FW-A3TV-01Z-00-DX1.A7C4EFEE-BA3D-4A62-A911-67F7E49CCC10,True,False,False
TCGA-FW-A5DX-01Z-00-DX1.B6197945-5BEA-41F2-8164-415F046A5DFD,True,False,False
TCGA-FW-A5DY-01Z-00-DX1.57B7805F-0FAB-4F48-94E8-CD525A4FAE96,True,False,False
TCGA-GF-A3OT-01Z-00-DX1.014B8884-EE9D-4F3A-81BB-9DCAC92CC2AE,True,False,False
TCGA-GF-A4EO-01Z-00-DX1.A895033F-BC64-4871-8292-BCEB4FF5B9DE,True,False,False
TCGA-GF-A6C8-06Z-00-DX1.9388CB1A-BF64-4CE8-AAC3-E565FFA90114,True,False,False
TCGA-GF-A6C9-06Z-00-DX1.87770B34-BB1A-4719-939F-68AE6BF567F9,True,False,False
TCGA-GN-A262-01Z-00-DX1.64FB584F-24C0-4311-A75F-365CD48D0CD6,True,False,False
TCGA-GN-A263-01Z-00-DX1.94D0B4EA-8AF9-415E-9D08-BF1F9903D468,True,False,False
TCGA-GN-A264-01Z-00-DX1.2C02EEF5-92DF-4DAF-BDE8-82423B4D8957,True,False,False
TCGA-GN-A265-01Z-00-DX1.BE90A07C-D871-49EC-ADE6-74EFBDF86EF7,True,False,False
TCGA-GN-A268-06Z-00-DX1.07874075-CD90-4E27-B5AA-D27741047B7B,True,False,False
TCGA-GN-A269-01Z-00-DX1.8DEB7375-C896-48F9-903F-5BA1384B10D7,True,False,False
TCGA-GN-A26C-01Z-00-DX1.E6395A6B-21CA-4994-9F01-738B915ADFB8,True,False,False
TCGA-GN-A26D-01Z-00-DX1.C15A8493-006C-4595-864C-DA8DA21ADADE,True,False,False
TCGA-GN-A4U3-06Z-00-DX1.5D929F92-4E32-4AE7-9CDA-16E9C63ED751,True,False,False
TCGA-GN-A4U5-01Z-00-DX1.809E353D-07E7-4AC7-9ABD-8D59E59E4897,True,False,False
TCGA-GN-A4U7-06Z-00-DX1.4323B2C4-AFC3-454E-AD19-52A52D2636FA,True,False,False
TCGA-GN-A8LL-06Z-00-DX1.DABC3E96-ECF2-4FA2-AC0F-B7D75DCD0EE5,True,False,False
TCGA-GN-A8LN-01Z-00-DX1.68E5D36A-6C6D-4BCD-B005-25B978441EE6,True,False,False
TCGA-GN-A9SD-06Z-00-DX1.B013023E-1764-4607-B86E-CE984CBBFB1B,True,False,False
TCGA-HR-A2OG-01Z-00-DX1.EB2F7E73-16CF-4E26-B3E0-87045C07FE66,True,False,False
TCGA-HR-A5NC-01Z-00-DX1.F8577EB3-C670-4DDB-9EDD-B8681CE2D664,True,False,False
TCGA-IH-A3EA-01Z-00-DX1.4CB876AA-E46B-4C4C-B6B3-3EF3C4525E7F,True,False,False
TCGA-OD-A75X-06Z-00-DX1.1632CB25-A6A8-4F5B-8D5E-E6F3CCF5C022,True,False,False
TCGA-QB-A6FS-01Z-00-DX1.22C6E37E-DB61-45FA-8D11-A544209C4219,True,False,False
TCGA-QB-AA9O-01Z-00-DX1.DC862486-1A25-4351-A091-C4626713FCB6,True,False,False
TCGA-RP-A690-01Z-00-DX1.33FBA3CD-46C6-41B9-8F56-EFF2BBF8B1AE,True,False,False
TCGA-RP-A694-01Z-00-DX1.31B4F597-0CDA-4A3B-B34E-881ADCAB17DF,True,False,False
TCGA-RP-A695-01Z-00-DX1.FE4A2232-CEEB-410A-B55D-F5F5ABCBF304,True,False,False
TCGA-RP-A6K9-01Z-00-DX1.4B236014-BF37-4DB1-89C8-3C598A0D489D,True,False,False
TCGA-W3-A825-06Z-00-DX1.0C817E5E-BD62-4476-A5C0-DDFA8F41681E,True,False,False
TCGA-W3-A828-06Z-00-DX1.1617E01C-D0E8-49F9-9FE1-5D912E9C024A,True,False,False
TCGA-W3-AA1O-01Z-00-DX1.E0A69ED3-1A2F-4D3D-BB6D-4EEF28B8CE95,True,False,False
TCGA-W3-AA1R-01Z-00-DX1.7207EC87-5101-4D9E-925C-3C8CD6CBED5C,True,False,False
TCGA-W3-AA1V-01Z-00-DX1.86F0DF30-1FB8-4316-8126-0C6CCF82A06E,True,False,False
TCGA-W3-AA21-01Z-00-DX1.F98BD7BF-31DD-4E2B-87D6-B761D01972CA,True,False,False
TCGA-WE-A8JZ-06Z-00-DX1.071CA5D6-D02C-4B69-AFA8-A43654FECAEA,True,False,False
TCGA-WE-A8K1-06Z-00-DX1.78AB8C19-41B2-4BAB-AD11-48051A2E4C78,True,False,False
TCGA-WE-A8K5-06Z-00-DX1.88DA18DD-8CB6-4214-97C8-CCE566619649,True,False,False
TCGA-WE-A8K6-06Z-00-DX1.4729CA63-5901-4E06-A9C7-0EFA3551FC6A,True,False,False
TCGA-WE-A8ZM-06Z-00-DX1.07BB6E6F-6B7C-4924-B43D-D47ABD76C0BE,True,False,False
TCGA-WE-A8ZO-06Z-00-DX1.6679C145-BB41-4696-96FE-94646701122F,True,False,False
TCGA-WE-A8ZQ-06Z-00-DX1.22515DD9-C179-4944-8F9F-C36FBEBE1ED7,True,False,False
TCGA-WE-A8ZR-06Z-00-DX1.52E1652B-F713-4DEE-B699-FE9D0719A43C,True,False,False
